packet_id,is_malware,latency_ns
1011,0,14918
1012,0,14867
1013,0,18931
1014,0,15565
1015,0,14835
1016,0,14633
1017,0,14444
1018,0,14418
1019,0,14307
1020,0,14559
1021,0,15462
1022,0,14530
1023,0,14459
1024,0,14603
1025,0,14250
1026,0,13963
1027,0,14301
1028,0,14418
1029,0,17723
1030,0,15027
1031,0,16205
1032,0,14678
1033,0,14484
1034,0,14613
1035,0,14245
1036,0,14577
1037,0,14909
1038,0,15322
1039,0,15678
1040,0,13756
1041,0,14272
1042,0,14312
1043,0,14229
1044,0,14469
1045,0,14570
1046,0,13328
1047,0,13840
1048,0,13471
1049,0,13399
1050,0,13277
1051,0,13495
1052,0,13271
1053,0,13994
1054,0,13838
1055,0,13517
1056,0,13599
1057,0,13622
1058,0,13368
1059,0,13341
1060,0,13272
1061,0,13504
1062,0,13761
1063,0,13489
1064,0,13204
1065,0,13767
1066,0,13492
1067,0,13458
1068,0,13308
1069,0,14285
1070,0,13401
1071,0,13550
1072,0,13282
1073,0,13737
1074,0,13270
1075,0,13458
1076,0,13288
1077,0,13522
1078,0,13309
1079,0,13298
1080,0,14204
1081,0,13618
1082,0,13719
1083,0,13342
1084,0,13375
1085,0,13288
1086,0,13313
1087,0,13686
1088,0,13548
1089,0,13653
1090,0,13449
1091,0,17721
1092,0,14165
1093,0,13541
1094,0,13325
1095,0,13219
1096,0,13132
1097,0,13365
1098,0,13119
1099,0,13646
1100,0,13354
1101,0,13223
1102,0,13217
1103,0,13246
1104,0,13402
1105,0,13421
1106,0,13634
1107,0,13388
1108,0,13615
1109,0,13732
1110,0,13745
1111,0,13423
1112,0,13368
1113,0,13436
1114,0,13392
1115,0,13472
1116,0,13357
1117,0,14988
1118,0,14584
1119,0,13503
1120,0,13940
1121,0,13681
1122,0,13275
1123,0,13467
1124,0,13982
1125,0,13722
1126,0,13811
1127,0,13749
1128,0,13916
1129,0,13559
1130,0,13409
1131,0,13570
1132,0,13373
1133,0,13360
1134,0,13280
1135,0,13376
1136,0,13392
1137,0,13443
1138,0,13271
1139,0,13350
1140,0,13410
1141,0,13419
1142,0,13677
1143,0,13561
1144,0,13815
1145,0,13800
1146,0,13634
1147,0,13306
